,,,,,,Daily Price Report-01-01-2021 to 31-12-2021 for NCT of Delhi,,,,,
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,600.00,450.00,Rs./Quintal,07-06-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,700.00,500.00,Rs./Quintal,06-06-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,700.00,500.00,Rs./Quintal,05-06-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,600.00,400.00,Rs./Quintal,04-06-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,600.00,450.00,Rs./Quintal,03-06-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,900.00,700.00,Rs./Quintal,01-06-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"1,000.00",800.00,Rs./Quintal,29-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,800.00,600.00,Rs./Quintal,28-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,500.00,350.00,Rs./Quintal,27-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,500.00,350.00,Rs./Quintal,25-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,400.00,300.00,Rs./Quintal,24-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,700.00,500.00,Rs./Quintal,23-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,800.00,600.00,Rs./Quintal,22-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,700.00,500.00,Rs./Quintal,21-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,600.00,450.00,Rs./Quintal,20-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,600.00,450.00,Rs./Quintal,18-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,600.00,450.00,Rs./Quintal,17-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,600.00,450.00,Rs./Quintal,16-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,500.00,400.00,Rs./Quintal,15-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,500.00,350.00,Rs./Quintal,14-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,700.00,500.00,Rs./Quintal,11-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,300.00,900.00,600.00,Rs./Quintal,10-05-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,200.00,400.00,300.00,Rs./Quintal,23-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,200.00",900.00,Rs./Quintal,22-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,000.00","1,500.00",Rs./Quintal,20-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,400.00","1,000.00",Rs./Quintal,17-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,400.00","1,000.00",Rs./Quintal,16-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"1,800.00","1,400.00",Rs./Quintal,15-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,000.00","1,500.00",Rs./Quintal,13-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"2,000.00","1,500.00",Rs./Quintal,12-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"1,600.00","1,200.00",Rs./Quintal,09-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"1,800.00","1,500.00",Rs./Quintal,06-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,800.00","1,500.00",Rs./Quintal,05-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,200.00","1,800.00",Rs./Quintal,04-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,400.00","2,000.00",Rs./Quintal,03-04-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,400.00","1,000.00",Rs./Quintal,25-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,300.00","1,000.00",Rs./Quintal,23-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"1,200.00",850.00,Rs./Quintal,22-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,000.00",700.00,Rs./Quintal,19-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,200.00",900.00,Rs./Quintal,18-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,200.00",800.00,Rs./Quintal,16-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,200.00",800.00,Rs./Quintal,15-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,200.00",800.00,Rs./Quintal,14-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,200.00",800.00,Rs./Quintal,13-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,12-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,400.00,"1,000.00",700.00,Rs./Quintal,11-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,09-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","2,000.00","1,600.00",Rs./Quintal,08-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,800.00","1,400.00",Rs./Quintal,07-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,900.00,"1,600.00","1,300.00",Rs./Quintal,06-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,600.00","1,400.00",Rs./Quintal,05-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,400.00","1,200.00",Rs./Quintal,04-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"1,400.00","1,200.00",Rs./Quintal,02-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,500.00,"1,100.00",800.00,Rs./Quintal,01-03-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,200.00","1,000.00",Rs./Quintal,28-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,200.00","1,000.00",Rs./Quintal,27-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,500.00","1,400.00",Rs./Quintal,23-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,500.00",Rs./Quintal,22-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,500.00",Rs./Quintal,21-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,700.00","1,500.00",Rs./Quintal,20-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,800.00","1,600.00",Rs./Quintal,19-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,100.00","2,300.00","1,900.00",Rs./Quintal,18-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","2,200.00","1,700.00",Rs./Quintal,17-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","2,200.00","1,800.00",Rs./Quintal,14-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,400.00","1,800.00",Rs./Quintal,09-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","2,000.00","1,600.00",Rs./Quintal,08-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,800.00","1,400.00",Rs./Quintal,07-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,800.00","1,500.00",Rs./Quintal,06-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,400.00",Rs./Quintal,05-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"1,500.00","1,200.00",Rs./Quintal,04-02-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"1,600.00","1,200.00",Rs./Quintal,31-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,400.00","1,100.00",Rs./Quintal,30-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,600.00","1,100.00",Rs./Quintal,29-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,700.00,"1,800.00","1,500.00",Rs./Quintal,28-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,700.00","1,400.00",Rs./Quintal,27-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,000.00",800.00,Rs./Quintal,24-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,200.00",900.00,Rs./Quintal,23-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,200.00",900.00,Rs./Quintal,22-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,400.00","1,000.00",Rs./Quintal,21-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,400.00","1,000.00",Rs./Quintal,19-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,800.00","1,400.00",Rs./Quintal,12-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","2,000.00","1,600.00",Rs./Quintal,11-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,600.00,"1,600.00","1,200.00",Rs./Quintal,09-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"1,600.00","1,300.00",Rs./Quintal,08-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,800.00","1,400.00",Rs./Quintal,07-01-2021
NCT of Delhi,Delhi,Keshopur APMC,Vegetables,Tomato,Tomato,FAQ,"1,400.00","2,400.00","2,000.00",Rs./Quintal,04-01-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,200.00","2,800.00","2,400.00",Rs./Quintal,30-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,600.00","2,300.00",Rs./Quintal,29-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,700.00","2,200.00","1,900.00",Rs./Quintal,28-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,700.00","2,200.00","1,900.00",Rs./Quintal,27-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","2,200.00","2,000.00",Rs./Quintal,26-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","2,200.00","2,000.00",Rs./Quintal,25-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,900.00","2,300.00","2,100.00",Rs./Quintal,24-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,700.00","2,200.00","2,000.00",Rs./Quintal,22-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,500.00","2,000.00","1,800.00",Rs./Quintal,21-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,700.00","2,400.00","2,200.00",Rs./Quintal,20-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,700.00","2,400.00","2,200.00",Rs./Quintal,19-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","2,400.00","2,000.00",Rs./Quintal,18-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,500.00","3,200.00","2,500.00",Rs./Quintal,17-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","3,200.00","2,800.00",Rs./Quintal,16-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","2,300.00","2,100.00",Rs./Quintal,15-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","2,400.00","2,200.00",Rs./Quintal,14-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","2,800.00","2,400.00",Rs./Quintal,13-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","2,400.00","2,000.00",Rs./Quintal,12-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","2,400.00","2,200.00",Rs./Quintal,11-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","2,400.00","2,200.00",Rs./Quintal,10-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","3,200.00","3,000.00",Rs./Quintal,08-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","3,200.00","3,000.00",Rs./Quintal,07-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","3,800.00","3,400.00",Rs./Quintal,06-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","3,800.00","2,800.00",Rs./Quintal,05-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,200.00","4,000.00","3,000.00",Rs./Quintal,04-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","3,800.00","3,300.00",Rs./Quintal,03-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,000.00","3,300.00",Rs./Quintal,02-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,000.00","3,500.00",Rs./Quintal,01-12-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","4,000.00","3,500.00",Rs./Quintal,30-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,800.00","3,800.00","3,300.00",Rs./Quintal,29-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","4,000.00","3,200.00",Rs./Quintal,28-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,200.00","4,200.00","3,800.00",Rs./Quintal,27-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","4,200.00","3,600.00",Rs./Quintal,26-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,700.00","3,100.00","2,400.00",Rs./Quintal,25-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"4,000.00","4,500.00","4,200.00",Rs./Quintal,24-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"4,000.00","5,000.00","4,500.00",Rs./Quintal,23-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"4,000.00","5,000.00","4,500.00",Rs./Quintal,22-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"4,000.00","4,500.00","4,200.00",Rs./Quintal,21-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"4,000.00","4,500.00","4,200.00",Rs./Quintal,20-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"4,000.00","4,500.00","4,400.00",Rs./Quintal,19-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,800.00","4,200.00","4,000.00",Rs./Quintal,18-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,500.00","4,200.00","3,800.00",Rs./Quintal,17-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"4,000.00","4,500.00","4,300.00",Rs./Quintal,16-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"4,000.00","4,800.00","4,200.00",Rs./Quintal,15-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,700.00","2,400.00","2,000.00",Rs./Quintal,14-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,800.00","4,000.00","3,500.00",Rs./Quintal,10-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","4,000.00","3,500.00",Rs./Quintal,09-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,800.00","4,000.00","3,400.00",Rs./Quintal,07-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,400.00","4,000.00","3,200.00",Rs./Quintal,06-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,800.00","4,000.00","3,400.00",Rs./Quintal,05-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,800.00","4,000.00","3,400.00",Rs./Quintal,01-11-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","3,500.00","3,000.00",Rs./Quintal,31-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","3,500.00","2,800.00",Rs./Quintal,30-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","3,500.00","2,800.00",Rs./Quintal,29-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","3,000.00","2,500.00",Rs./Quintal,25-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,200.00","3,500.00","2,800.00",Rs./Quintal,24-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,200.00","3,500.00","3,000.00",Rs./Quintal,23-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,600.00","2,900.00","2,200.00",Rs./Quintal,22-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,400.00","4,400.00","4,000.00",Rs./Quintal,21-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,500.00","4,800.00","4,400.00",Rs./Quintal,20-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,400.00","4,800.00","4,400.00",Rs./Quintal,19-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,600.00","5,000.00","4,500.00",Rs./Quintal,18-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,200.00","4,900.00","4,500.00",Rs./Quintal,15-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,200.00","4,600.00","4,000.00",Rs./Quintal,14-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","4,100.00","3,600.00",Rs./Quintal,13-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","4,000.00","3,600.00",Rs./Quintal,12-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","4,000.00","3,500.00",Rs./Quintal,11-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","4,000.00","3,600.00",Rs./Quintal,10-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","3,800.00","3,600.00",Rs./Quintal,09-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","4,000.00","3,700.00",Rs./Quintal,08-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","4,000.00","3,400.00",Rs./Quintal,07-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"3,000.00","4,000.00","3,400.00",Rs./Quintal,06-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,500.00","3,400.00","2,900.00",Rs./Quintal,05-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,200.00","3,300.00","2,600.00",Rs./Quintal,04-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","3,000.00","2,500.00",Rs./Quintal,03-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,000.00","3,200.00","2,600.00",Rs./Quintal,02-10-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"2,200.00","2,900.00","2,700.00",Rs./Quintal,29-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","3,200.00","2,400.00",Rs./Quintal,27-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","3,200.00","2,500.00",Rs./Quintal,26-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,800.00","3,200.00","2,500.00",Rs./Quintal,25-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,700.00","3,200.00","2,500.00",Rs./Quintal,24-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,300.00","2,900.00","2,000.00",Rs./Quintal,23-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,300.00","2,200.00","1,700.00",Rs./Quintal,22-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,300.00","1,700.00","1,500.00",Rs./Quintal,20-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,200.00","1,500.00",Rs./Quintal,19-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,18-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,800.00","1,400.00",Rs./Quintal,17-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","2,000.00","1,600.00",Rs./Quintal,16-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,200.00","1,900.00","1,400.00",Rs./Quintal,15-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,900.00","1,600.00",Rs./Quintal,14-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","2,000.00","1,600.00",Rs./Quintal,13-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,800.00,"2,000.00","1,400.00",Rs./Quintal,12-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","2,000.00","1,600.00",Rs./Quintal,11-09-2021
NCT of Delhi,Delhi,Shahdara APMC,Vegetables,Tomato,Tomato,FAQ,"1,000.00","1,600.00","1,200.00",Rs./Quintal,09-09-2021
